repo,number,title,state,created_at,closed_at,labels
ollama/ollama,13036,`ollama run` doesn't start the ollama server in Windows 0.12.4+,closed,2025-11-10 14:19:14,2025-11-10 14:30:11,bug
ollama/ollama,13035,docs: add community integration to README,closed,2025-11-10 10:07:00,2025-11-13 01:08:51,
ollama/ollama,13034,Partial download handling,open,2025-11-10 06:03:29,,feature request
ollama/ollama,13033,Issue: Ollama 0.12.10 fails on NVIDIA Jetson Thor (Regression from 0.12.9),closed,2025-11-10 05:59:04,2025-11-20 20:15:39,"bug,nvidia"
ollama/ollama,13032,"Error: 500 Internal Server Error: do load request: Post ""http://127.0.0.1:11680/load"": read tcp 127.0.0.1:11685->127.0.0.1:11680: wsarecv: An existing connection was forcibly closed by the remote host.",closed,2025-11-10 00:56:28,2025-11-23 19:49:48,bug
ollama/ollama,13031,Broken example in api.md,open,2025-11-09 22:31:56,,bug
ollama/ollama,13030,unmarshal: invalid character,closed,2025-11-09 22:00:28,2025-11-09 22:09:39,bug
ollama/ollama,13029,Vulkan fails to allocate memory buffer,open,2025-11-09 15:28:28,,"bug,windows,amd,vulkan"
ollama/ollama,13028,Kimi-k2-thinking:cloud model got some usage restrictions,closed,2025-11-09 14:52:16,2025-11-09 16:12:05,
ollama/ollama,13027,500 Internal Server Error:,closed,2025-11-09 12:00:12,2025-11-23 19:57:09,bug
ollama/ollama,13026,Qwen3-Coder:480B-Cloud,closed,2025-11-09 10:01:18,2025-11-09 22:09:21,bug
ollama/ollama,13025,Apertus-70B-Instruct-2509 Full GPU layer allocation fails on multi-GPU setup works only when at least one layer is offloaded,open,2025-11-09 04:25:31,,bug
ollama/ollama,13024,after selecting Deepseek-V3.1 in the ollama app - it will NOT allow you to change to a different model.,open,2025-11-09 03:30:13,,bug
ollama/ollama,13023,Intel Iris Xe Graphics (16GB) not detected by Ollama v0.12.10 on Windows 11 despite Vulkan/DXGI+PDH support,open,2025-11-09 02:05:53,,"bug,needs more info"
ollama/ollama,13022,change upgrade,closed,2025-11-09 01:03:32,2025-11-09 02:41:26,feature request
ollama/ollama,13021,best models are only cloud ?,closed,2025-11-08 23:48:49,2025-11-18 01:24:33,
ollama/ollama,13020,Embeddings broken in recent Ollama versions - returning empty embedding.,closed,2025-11-08 22:18:02,2025-11-09 02:40:46,bug
ollama/ollama,13019,Kimi k2 thinking,open,2025-11-08 20:24:21,,
ollama/ollama,13018,too much available memory reported,open,2025-11-08 18:56:40,,"bug,amd,gpu"
ollama/ollama,13017,Bug: 500 Internal Server Error: unmarshal: invalid character 'I' with 'kimi-k2-thinking:cloud' model,closed,2025-11-08 13:04:52,2025-11-10 02:36:37,bug
ollama/ollama,13016,cloud model,closed,2025-11-08 11:50:32,2025-11-10 00:49:25,bug
ollama/ollama,13015,Ollama 0.12.10 Error: 500 Internal Server Error: do load request: Post EOF,closed,2025-11-08 10:07:50,2025-11-23 19:52:57,bug
ollama/ollama,13014,Overfloew to swap file,open,2025-11-08 06:23:02,,feature request
ollama/ollama,13013,Ollama not compatible with AMD GPUs when ZLUDA installed,open,2025-11-08 03:54:09,,"feature request,windows,amd"
ollama/ollama,13012,3c1e4af85a036bc49a9237f5f92837e64b2708b2,closed,2025-11-08 03:31:57,2025-11-08 18:46:41,
ollama/ollama,13011,"Ollama 0.12.10: After starting the service, my computer hangs when trying to suspend",closed,2025-11-08 02:16:01,2025-11-28 16:12:45,bug
ollama/ollama,13010,bugfix: don't include both consolidated.safetensors and model-*.safetensors,closed,2025-11-08 01:48:41,2025-11-08 06:41:58,
ollama/ollama,13009,"500 Internal Server Error when using deepseek-v3:cloud — ""invalid character 'I' looking for beginning of value""",closed,2025-11-08 01:37:00,2025-11-08 02:27:49,bug
ollama/ollama,13008,ollama loads nearly the entire model on CPU after unloading from GPU,open,2025-11-08 00:21:36,,bug
ollama/ollama,13007,api/client: handle non-json streaming errors,open,2025-11-08 00:16:44,,
ollama/ollama,13006,app/docs: remove out of date storybook instructions,closed,2025-11-08 00:16:26,2025-11-08 21:28:19,
ollama/ollama,13005,Per GPU settings,open,2025-11-07 22:50:47,,feature request
ollama/ollama,13004,api: add per-embedding performance metrics,open,2025-11-07 19:56:09,,
ollama/ollama,13003,Ollam 0.12.10 Qwen3-VL:235b-instruct-cloud can't handle more than 5000 Words in German,open,2025-11-07 19:38:13,,bug
ollama/ollama,13002,Ollama sometimes using CPU instead of GPU,open,2025-11-07 19:03:24,,"bug,linux,amd"
ollama/ollama,13001,CORS  Error,closed,2025-11-07 13:44:15,2025-11-08 22:04:48,bug
ollama/ollama,13000,Add ROCm 7 support,open,2025-11-07 12:28:45,,
ollama/ollama,12999,运行模型无法在GPU上运行,closed,2025-11-07 08:50:57,2025-11-10 03:23:20,bug
ollama/ollama,12998,Ollama 0.12.10 Windows: 500 Internal Server Error With `Qwen3-VL` Models Set to 256k Context Size in Ollama App,open,2025-11-07 07:30:05,,bug
ollama/ollama,12997,Website ollama.com is DOWN,closed,2025-11-07 07:21:25,2025-11-07 07:26:15,
ollama/ollama,12996,"modelfile.md has been renamed into modelfile.mdx, fix 404.",closed,2025-11-07 06:19:08,2025-11-07 18:06:46,
ollama/ollama,12995,server: Edit manifest documentation,closed,2025-11-07 03:37:13,2025-11-16 03:13:15,
ollama/ollama,12994,docs: update n8n URL for Ollama,closed,2025-11-07 02:54:13,2025-11-08 04:07:26,
ollama/ollama,12993,embeddings: added cli command to embedding docs ,closed,2025-11-07 02:17:09,2025-11-13 21:24:13,
ollama/ollama,12992,ggml update to b7108,open,2025-11-07 00:56:29,,
ollama/ollama,12991,Add OllamaGUI to Web & Desktop integrations.,open,2025-11-06 22:29:43,,
ollama/ollama,12990,Ollama prevents system shutdown on OS X 26.1,closed,2025-11-06 21:33:56,2025-11-06 21:54:35,bug
ollama/ollama,12989,api: add omitempty to required tool function parameter type,closed,2025-11-06 20:59:39,2025-11-06 22:08:55,
ollama/ollama,12988,openai: fix tool call mapping,closed,2025-11-06 18:56:26,2025-11-06 23:26:25,
ollama/ollama,12987,Add Node.js CI workflow,open,2025-11-06 13:11:45,,
ollama/ollama,12986,Error: pull model manifest: file does not exist,closed,2025-11-06 12:18:07,2025-11-06 23:14:35,bug
ollama/ollama,12985,Server: Fix duplicate 'is' typo,closed,2025-11-06 07:23:07,2025-11-06 22:44:44,
ollama/ollama,12984,llama_model_load: error loading model: error loading model architecture: unknown model architecture: 'pangu-embedded',open,2025-11-06 06:32:26,,bug
ollama/ollama,12983,app/ui: prevent sidebar animation on initial load patch,open,2025-11-06 06:29:22,,
ollama/ollama,12982,Ollama 0.12.9 Windows - 500: llama runner process has terminated: cudaMalloc failed: out of memory - granite4:small-h,open,2025-11-06 03:18:51,,bug
ollama/ollama,12981,Add Proxy and security tools section to README,closed,2025-11-06 02:21:52,2025-11-06 23:21:14,
ollama/ollama,12980,convert: add deepseek converter,open,2025-11-06 01:24:33,,
ollama/ollama,12979,app/ui: prevent sidebar animation on initial load,closed,2025-11-06 01:09:50,2025-11-06 06:32:25,
ollama/ollama,12978,"Can't make ""ollama create"" follow Modelfile instructions",closed,2025-11-05 23:38:01,2025-11-05 23:41:48,
ollama/ollama,12977,Ollama 0.12.9 Error: 500 Internal Server Error: do load request: Post EOF,closed,2025-11-05 22:36:35,2025-11-09 16:09:11,"bug,nvidia,needs more info"
ollama/ollama,12976,Performance Regression on Apple Silicon M1: GPU → CPU Fallback in v0.12.9 (works correctly in v0.12.5),open,2025-11-05 21:47:56,,"bug,performance,macos,needs more info"
ollama/ollama,12975,doc: re-add login autostart faq and GPU updates,closed,2025-11-05 21:09:11,2025-11-07 19:21:45,
ollama/ollama,12974,ci: re-enable signing,closed,2025-11-05 20:31:33,2025-11-05 20:33:01,
ollama/ollama,12973,feat: add support for WebP images in Ollama's app,closed,2025-11-05 20:29:17,2025-11-06 21:31:46,
ollama/ollama,12972,mac: fix stale VRAM data,closed,2025-11-05 19:45:19,2025-11-05 19:55:17,
ollama/ollama,12971,vulkan: cherry-pick upstream changes,closed,2025-11-05 18:48:09,2025-11-12 16:31:40,
ollama/ollama,12970,parser: add single quote support to unquote function,open,2025-11-05 17:56:03,,
ollama/ollama,12969,win: revert CPU discovery logic to 0.12.3,closed,2025-11-05 16:37:53,2025-11-05 18:32:38,
ollama/ollama,12968,"Does not support Intel integrated graphics, please add support",closed,2025-11-05 12:39:49,2025-11-05 12:42:57,bug
ollama/ollama,12967,"Does not support Intel integrated graphics, please add support",open,2025-11-05 12:28:50,,"bug,intel"
ollama/ollama,12966,Model runs forever on Windows even with minimal model smollm:135m,closed,2025-11-05 10:28:30,2025-11-05 22:18:10,bug
ollama/ollama,12965,fix: MacOS file picker extensions broken,closed,2025-11-05 08:17:58,2025-11-06 05:37:17,
ollama/ollama,12964,tests: basic benchmarking test framework,closed,2025-11-05 07:19:39,2025-11-16 02:17:41,
ollama/ollama,12963,Data Race Conditions in Scheduler Tests,open,2025-11-05 06:06:38,,bug
ollama/ollama,12962,feat: Add Support for Qwen3-vl and Qwen2.5-vl Video Mode,open,2025-11-05 01:40:59,,
ollama/ollama,12961,log: trace logging for scheduler,closed,2025-11-05 00:56:02,2025-11-05 16:12:15,
ollama/ollama,12960,log: instrument CPU discovery timing,closed,2025-11-05 00:03:53,2025-11-05 00:23:37,
ollama/ollama,12959,app: slow rendering when opening and closing sidebar with code,open,2025-11-05 00:01:44,,"bug,app"
ollama/ollama,12958,app: conversation sorting is incorrect,open,2025-11-04 23:45:49,,"bug,app"
ollama/ollama,12957,app: Ollama.app does not respond to some shutdown requests,open,2025-11-04 23:37:36,,"bug,app,macos"
ollama/ollama,12956,Add Tool Call ID,closed,2025-11-04 23:37:09,2025-11-05 00:43:33,
ollama/ollama,12955,"app: The application ""Ollama"" can't be opened (-47)",open,2025-11-04 23:35:46,,"bug,app"
ollama/ollama,12954,app: sidebar animates opening on load instead of appearing open,open,2025-11-04 23:34:27,,"bug,good first issue,app"
ollama/ollama,12953,app: pagination / lazy loading for listing past chats,open,2025-11-04 23:32:37,,"bug,app"
ollama/ollama,12952,app: file validation should re-run when selected model is changed,open,2025-11-04 23:31:59,,"bug,app"
ollama/ollama,12951,app: WebP images are reportedly not supported in Ollama's app,closed,2025-11-04 23:30:26,2025-11-06 21:31:47,"bug,good first issue,app"
ollama/ollama,12950,app: vision models claim to not support images for before downloading and 30s after,open,2025-11-04 23:29:49,,"bug,app"
ollama/ollama,12949,ui: using streamdown AI elements for markdown rendering,closed,2025-11-04 20:24:47,2025-11-10 17:05:59,
ollama/ollama,12948,Bug: OpenVINO build on Ubuntu 25.04 fails to detect Intel Arc GPU (Core Ultra 9 285H) despite successful driver installation (clinfo OK),closed,2025-11-04 16:23:52,2025-11-04 23:42:05,bug
ollama/ollama,12947,ggml-cpu: Enable build with power10 mma optimisations,open,2025-11-04 14:23:45,,
ollama/ollama,12946,ggml-cpu: Resolves a bug on power,open,2025-11-04 14:20:51,,
ollama/ollama,12945,Wiki addendum:  Grabbing AMD GPU Ids via rocminfo for GPU isolation / restricting ollama GPUs via ROCR_VISIBLE_DEVICES or ROCM_VISIBLE_DEVICES (ROCM),open,2025-11-04 11:20:54,,feature request
ollama/ollama,12944,Qwen3 VL unknown architecture on v0.12.9,closed,2025-11-04 09:14:42,2025-11-04 23:43:01,bug
ollama/ollama,12943,Custom object for openai tool call with index pointers,closed,2025-11-04 08:23:52,2025-11-04 21:04:18,
ollama/ollama,12942,"Ollama suddenly became unresponsive, reinstall did not help",closed,2025-11-04 08:19:42,2025-11-05 18:32:40,"bug,windows,nvidia"
ollama/ollama,12941,Ollama uses 40GB RAM in qwen3-4b-instruct,closed,2025-11-04 06:56:22,2025-11-05 22:20:37,bug
ollama/ollama,12940,Ollama Runner Fails with “Exit Status 2” and Random Non-Responsive Behavior on Windows,open,2025-11-04 04:24:26,,bug
ollama/ollama,12939,ollama rocm > v0.12.6-rc0 (docker; 18d) crashes gfx1030 GPU and entire Linux system!,open,2025-11-04 02:36:21,,"bug,linux,amd"
ollama/ollama,12938,embedding failed with BGE-m3,open,2025-11-04 01:25:47,,"bug,needs more info"
ollama/ollama,12937,vulkan: enable flash attention,closed,2025-11-04 01:06:25,2025-11-04 18:31:23,
ollama/ollama,12936,Menu Organization,open,2025-11-04 00:19:22,,"feature request,app"
ollama/ollama,12935,ggml: Increase maximum graph size,closed,2025-11-03 23:19:12,2025-11-04 00:05:37,
ollama/ollama,12934,chore: update models to use slice/chunk/chunksections,closed,2025-11-03 23:06:54,2025-11-13 23:20:12,
ollama/ollama,12933,app: add code for macOS and Windows apps under 'app',closed,2025-11-03 21:20:23,2025-11-04 19:40:17,
ollama/ollama,12932,chore(gptoss): cleanup dead code,closed,2025-11-03 19:17:31,2025-11-03 19:27:15,
ollama/ollama,12931,Enable Vulkan with a temporary opt-in setting,closed,2025-11-03 19:12:06,2025-11-12 16:40:38,
ollama/ollama,12930,bugfix: show connection string for interactive cli usage,closed,2025-11-03 18:41:26,2025-11-05 19:55:04,
ollama/ollama,12929,Added Hillnote to the community integrations,closed,2025-11-03 17:59:12,2025-11-03 20:55:04,
ollama/ollama,12928,Flash attention not working when using vulkan,closed,2025-11-03 17:50:27,2025-11-04 18:31:24,bug
ollama/ollama,12927,Modelfile PARAMETER num_ctx is ignored when lower than model's native context length,closed,2025-11-03 16:29:02,2025-11-03 20:40:47,
ollama/ollama,12926,qwen3 vl video as input support,open,2025-11-03 13:27:38,,feature request
ollama/ollama,12925,Windows System Tray Icon Not Right-clickable,open,2025-11-03 12:57:32,,"bug,app"
ollama/ollama,12924,qwen3-embedding:0.6b,closed,2025-11-03 12:27:33,2025-11-03 17:02:43,bug
ollama/ollama,12923,Erro to run BitNet 1.58 model in Ollama,closed,2025-11-03 11:58:25,2025-11-04 01:02:28,bug
ollama/ollama,12922,0.12.9 [Manjaro] Ollama isn't seeing recovered VRAM when switching models,closed,2025-11-03 10:11:25,2025-11-07 17:51:59,"bug,linux,amd"
ollama/ollama,12921,Ollama qwen3-embedding:8b-fp16 embedding failure,open,2025-11-03 09:18:01,,bug
ollama/ollama,12920,0.12.7版本运行qwen3vl-8b模型卡死进程,closed,2025-11-03 08:29:38,2025-11-13 11:43:42,"bug,needs more info"
ollama/ollama,12919,Add Void Editor to Ollama Integration Documentation,closed,2025-11-03 08:20:36,2025-11-18 03:20:37,"documentation,feature request"
ollama/ollama,12918,"Cannot communicate with qwen3-vl but qwen2.5-vl works well, i use the sdk  which is  ""/api/chat""",open,2025-11-03 07:47:20,,"bug,needs more info"
ollama/ollama,12917,qwen3:4b: Can't turn off thinking,closed,2025-11-03 05:22:12,2025-11-03 05:33:09,bug
ollama/ollama,12916,The auto-start Ollama service cannot output in parallel.,open,2025-11-03 03:15:06,,bug
ollama/ollama,12915,Runner crashes checking AMD MI50 GPU,closed,2025-11-02 23:02:17,2025-11-04 17:02:58,"bug,amd,gpu"
ollama/ollama,12914,server: add ThinkLevel capability,open,2025-11-02 17:42:00,,
ollama/ollama,12913,Vulkan backend performance is slow (7.73 tokens/s),closed,2025-11-02 17:17:32,2025-11-03 23:27:58,bug
ollama/ollama,12912,Something changed after 0.12.6 in memory management in a not good way,closed,2025-11-02 12:30:32,2025-11-05 19:55:18,"bug,macos,memory"
ollama/ollama,12911,Problem witch loading models in vram,closed,2025-11-02 10:16:04,2025-11-04 01:07:37,
ollama/ollama,12910,[BUG] The qwen3-vl:30b-a3b-instruct model cannot output in parallel,closed,2025-11-02 09:09:51,2025-11-02 09:47:01,bug
ollama/ollama,12909,Add bash-completions support,open,2025-11-02 07:40:24,,feature request
ollama/ollama,12908,"ROCM Library not found, wrong location? - gfx1201 unsupported in current container image",open,2025-11-02 01:44:33,,"bug,amd,docker"
ollama/ollama,12907,"""/set nothink"" not disabling reasoning output in Qwen3:4B",closed,2025-11-02 01:24:28,2025-11-02 23:48:11,bug
ollama/ollama,12906,qwen3-vl:30b think: false not working,closed,2025-11-01 22:49:57,2025-11-01 23:41:54,bug
ollama/ollama,12905,Windows - Connection attemt failed,closed,2025-11-01 21:38:13,2025-11-13 11:42:33,bug
ollama/ollama,12904,docs: fix some of the openapi.yaml warnings,closed,2025-11-01 19:30:21,2025-11-11 23:39:35,
ollama/ollama,12903,Unable to use my AMD GPU with ollama on Ubuntu,closed,2025-11-01 19:28:50,2025-11-13 20:54:52,"bug,amd,needs more info,gpu"
ollama/ollama,12902,macOS - Cannot use models outside of default directory in 0.12.9 release,closed,2025-11-01 16:38:40,2025-11-01 23:46:08,"bug,app"
ollama/ollama,12901,Add gpu-2404 interface for ollama snap,closed,2025-11-01 14:27:52,2025-11-01 14:34:27,feature request
ollama/ollama,12900,MacOS Ollama Memory Hang,closed,2025-11-01 13:56:19,2025-11-07 19:23:16,"bug,memory"
ollama/ollama,12899,Allow returning logprobs,closed,2025-11-01 12:57:09,2025-11-11 16:49:50,
ollama/ollama,12898,ollama ui for linux,open,2025-11-01 11:28:39,,"feature request,app"
ollama/ollama,12897,ollama run modelscope.cn/unsloth/Qwen3-VL-8B-Instruct-GGUF  failed,open,2025-11-01 02:19:43,,bug
ollama/ollama,12896,HF Qwen3VL (&MoE) didn't work on Ollama,open,2025-11-01 00:53:56,,bug
ollama/ollama,12895,Disabling cuda devices breaks other discreet GPU discovery.,open,2025-10-31 23:49:23,,"bug,gpu"
ollama/ollama,12894,discovery: only retry AMD GPUs,closed,2025-10-31 23:35:25,2025-11-04 23:33:46,
ollama/ollama,12893,"GPU Crashes with ""killed entity"" errors on AMD RX 7900 XTX with newer kernels",open,2025-10-31 22:35:34,,"bug,amd,gpu"
ollama/ollama,12892,ggml: Avoid cudaMemsetAsync during memory fitting,closed,2025-10-31 22:04:45,2025-10-31 22:23:29,
ollama/ollama,12891,The OpenApi Yaml document has several operations included that are missing responses.,closed,2025-10-31 21:04:30,2025-11-11 23:39:36,bug
ollama/ollama,12890,cpu: always ensure LibOllamaPath included,closed,2025-10-31 20:54:57,2025-10-31 21:37:29,
ollama/ollama,12889,Ollama 0.12.6 running perfectly intel gpu but 0.12.7 and 0.12.8 are not working perfectly please solve it and fully support ollama in intel gpu quickly ,closed,2025-10-31 19:11:49,2025-11-05 02:04:55,"feature request,needs more info"
ollama/ollama,12888,logs: catch rocm errors,closed,2025-10-31 15:56:18,2025-10-31 16:54:26,
ollama/ollama,12887,Ollama runs Gemma3 perfectly but not llama3.2:1b,closed,2025-10-31 15:32:50,2025-11-13 11:39:56,bug
